twin_a,twin_b,weight
twin-0079,twin-0080,0.8
twin-0081,twin-0082,0.8
twin-0081,twin-0083,0.8
twin-0081,twin-0084,0.8
twin-0081,twin-0085,0.8
twin-0081,twin-0086,0.8
twin-0081,twin-0087,0.8
twin-0081,twin-0088,0.8
twin-0082,twin-0083,0.8
twin-0082,twin-0084,0.8
twin-0082,twin-0085,0.8
twin-0082,twin-0086,0.8
twin-0082,twin-0087,0.8
twin-0082,twin-0088,0.8
twin-0083,twin-0084,0.8
twin-0083,twin-0085,0.8
twin-0083,twin-0086,0.8
twin-0083,twin-0087,0.8
twin-0083,twin-0088,0.8
twin-0084,twin-0085,0.8
twin-0084,twin-0086,0.8
twin-0084,twin-0087,0.8
twin-0084,twin-0088,0.8
twin-0084,twin-0108,0.8
twin-0084,twin-0126,0.8
twin-0084,twin-0127,0.8
twin-0085,twin-0086,0.8
twin-0085,twin-0087,0.8
twin-0085,twin-0088,0.8
twin-0086,twin-0087,0.8
twin-0086,twin-0088,0.8
twin-0087,twin-0088,0.8
twin-0089,twin-0090,0.8
twin-0089,twin-0091,0.8
twin-0089,twin-0092,0.8
twin-0089,twin-0093,0.8
twin-0089,twin-0094,0.8
twin-0089,twin-0095,0.8
twin-0089,twin-0096,0.8
twin-0090,twin-0091,0.8
twin-0090,twin-0092,0.8
twin-0090,twin-0093,0.8
twin-0090,twin-0094,0.8
twin-0090,twin-0095,0.8
twin-0090,twin-0096,0.8
twin-0091,twin-0092,0.8
twin-0091,twin-0093,0.8
twin-0091,twin-0094,0.8
twin-0091,twin-0095,0.8
twin-0091,twin-0096,0.8
twin-0092,twin-0093,0.8
twin-0092,twin-0094,0.8
twin-0092,twin-0095,0.8
twin-0092,twin-0096,0.8
twin-0093,twin-0094,0.8
twin-0093,twin-0095,0.8
twin-0093,twin-0096,0.8
twin-0094,twin-0095,0.8
twin-0094,twin-0096,0.8
twin-0095,twin-0096,0.8
twin-0097,twin-0098,0.8
twin-0097,twin-0099,0.8
twin-0097,twin-0100,0.8
twin-0097,twin-0101,0.8
twin-0097,twin-0102,0.8
twin-0097,twin-0103,0.8
twin-0097,twin-0104,0.8
twin-0098,twin-0099,0.8
twin-0098,twin-0100,0.8
twin-0098,twin-0101,0.8
twin-0098,twin-0102,0.8
twin-0098,twin-0103,0.8
twin-0098,twin-0104,0.8
twin-0099,twin-0100,0.8
twin-0099,twin-0101,0.8
twin-0099,twin-0102,0.8
twin-0099,twin-0103,0.8
twin-0099,twin-0104,0.8
twin-0100,twin-0101,0.8
twin-0100,twin-0102,0.8
twin-0100,twin-0103,0.8
twin-0100,twin-0104,0.8
twin-0101,twin-0102,0.8
twin-0101,twin-0103,0.8
twin-0101,twin-0104,0.8
twin-0102,twin-0103,0.8
twin-0102,twin-0104,0.8
twin-0103,twin-0104,0.8
twin-0105,twin-0106,0.8
twin-0105,twin-0107,0.8
twin-0105,twin-0108,0.8
twin-0105,twin-0109,0.8
twin-0105,twin-0110,0.8
twin-0105,twin-0111,0.8
twin-0105,twin-0112,0.8
twin-0106,twin-0107,0.8
twin-0106,twin-0108,0.8
twin-0106,twin-0109,0.8
twin-0106,twin-0110,0.8
twin-0106,twin-0111,0.8
twin-0106,twin-0112,0.8
twin-0107,twin-0108,0.8
twin-0107,twin-0109,0.8
twin-0107,twin-0110,0.8
twin-0107,twin-0111,0.8
twin-0107,twin-0112,0.8
twin-0108,twin-0109,0.8
twin-0108,twin-0110,0.8
twin-0108,twin-0111,0.8
twin-0108,twin-0112,0.8
twin-0108,twin-0126,0.8
twin-0108,twin-0127,0.8
twin-0109,twin-0110,0.8
twin-0109,twin-0111,0.8
twin-0109,twin-0112,0.8
twin-0110,twin-0111,0.8
twin-0110,twin-0112,0.8
twin-0111,twin-0112,0.8
twin-0113,twin-0114,0.8
twin-0113,twin-0115,0.8
twin-0113,twin-0116,0.8
twin-0113,twin-0117,0.8
twin-0113,twin-0118,0.8
twin-0113,twin-0119,0.8
twin-0113,twin-0120,0.8
twin-0114,twin-0115,0.8
twin-0114,twin-0116,0.8
twin-0114,twin-0117,0.8
twin-0114,twin-0118,0.8
twin-0114,twin-0119,0.8
twin-0114,twin-0120,0.8
twin-0115,twin-0116,0.8
twin-0115,twin-0117,0.8
twin-0115,twin-0118,0.8
twin-0115,twin-0119,0.8
twin-0115,twin-0120,0.8
twin-0116,twin-0117,0.8
twin-0116,twin-0118,0.8
twin-0116,twin-0119,0.8
twin-0116,twin-0120,0.8
twin-0117,twin-0118,0.8
twin-0117,twin-0119,0.8
twin-0117,twin-0120,0.8
twin-0118,twin-0119,0.8
twin-0118,twin-0120,0.8
twin-0119,twin-0120,0.8
twin-0121,twin-0122,0.8
twin-0121,twin-0123,0.8
twin-0121,twin-0124,0.8
twin-0121,twin-0125,0.8
twin-0121,twin-0126,0.8
twin-0121,twin-0127,0.8
twin-0121,twin-0128,0.8
twin-0122,twin-0123,0.8
twin-0122,twin-0124,0.8
twin-0122,twin-0125,0.8
twin-0122,twin-0126,0.8
twin-0122,twin-0127,0.8
twin-0122,twin-0128,0.8
twin-0123,twin-0124,0.8
twin-0123,twin-0125,0.8
twin-0123,twin-0126,0.8
twin-0123,twin-0127,0.8
twin-0123,twin-0128,0.8
twin-0124,twin-0125,0.8
twin-0124,twin-0126,0.8
twin-0124,twin-0127,0.8
twin-0124,twin-0128,0.8
twin-0125,twin-0126,0.8
twin-0125,twin-0127,0.8
twin-0125,twin-0128,0.8
twin-0126,twin-0127,0.8
twin-0126,twin-0128,0.8
twin-0127,twin-0128,0.8
twin-0129,twin-0130,0.8
twin-0129,twin-0131,0.8
twin-0129,twin-0132,0.8
twin-0129,twin-0133,0.8
twin-0129,twin-0134,0.8
twin-0129,twin-0135,0.8
twin-0129,twin-0136,0.8
twin-0130,twin-0131,0.8
twin-0130,twin-0132,0.8
twin-0130,twin-0133,0.8
twin-0130,twin-0134,0.8
twin-0130,twin-0135,0.8
twin-0130,twin-0136,0.8
twin-0131,twin-0132,0.8
twin-0131,twin-0133,0.8
twin-0131,twin-0134,0.8
twin-0131,twin-0135,0.8
twin-0131,twin-0136,0.8
twin-0132,twin-0133,0.8
twin-0132,twin-0134,0.8
twin-0132,twin-0135,0.8
twin-0132,twin-0136,0.8
twin-0133,twin-0134,0.8
twin-0133,twin-0135,0.8
twin-0133,twin-0136,0.8
twin-0134,twin-0135,0.8
twin-0134,twin-0136,0.8
twin-0135,twin-0136,0.8
twin-0137,twin-0138,0.8
twin-0137,twin-0139,0.8
twin-0137,twin-0140,0.8
twin-0137,twin-0141,0.8
twin-0137,twin-0142,0.8
twin-0137,twin-0143,0.8
twin-0138,twin-0139,0.8
twin-0138,twin-0140,0.8
twin-0138,twin-0141,0.8
twin-0138,twin-0142,0.8
twin-0138,twin-0143,0.8
twin-0139,twin-0140,0.8
twin-0139,twin-0141,0.8
twin-0139,twin-0142,0.8
twin-0139,twin-0143,0.8
twin-0140,twin-0141,0.8
twin-0140,twin-0142,0.8
twin-0140,twin-0143,0.8
twin-0141,twin-0142,0.8
twin-0141,twin-0143,0.8
twin-0142,twin-0143,0.8
twin-0144,twin-0145,0.8
twin-0144,twin-0146,0.8
twin-0144,twin-0147,0.8
twin-0144,twin-0148,0.8
twin-0144,twin-0149,0.8
twin-0144,twin-0150,0.8
twin-0145,twin-0146,0.8
twin-0145,twin-0147,0.8
twin-0145,twin-0148,0.8
twin-0145,twin-0149,0.8
twin-0145,twin-0150,0.8
twin-0146,twin-0147,0.8
twin-0146,twin-0148,0.8
twin-0146,twin-0149,0.8
twin-0146,twin-0150,0.8
twin-0147,twin-0148,0.8
twin-0147,twin-0149,0.8
twin-0147,twin-0150,0.8
twin-0148,twin-0149,0.8
twin-0148,twin-0150,0.8
twin-0149,twin-0150,0.8
