twin_a,twin_b,weight
twin-0125,twin-0128,0.9
twin-0126,twin-0127,0.9
twin-0126,twin-0128,0.9
twin-0127,twin-0128,0.9
twin-0129,twin-0130,0.9
twin-0129,twin-0131,0.9
twin-0129,twin-0132,0.9
twin-0129,twin-0133,0.9
twin-0129,twin-0134,0.9
twin-0129,twin-0135,0.9
twin-0129,twin-0136,0.9
twin-0130,twin-0131,0.9
twin-0130,twin-0132,0.9
twin-0130,twin-0133,0.9
twin-0130,twin-0134,0.9
twin-0130,twin-0135,0.9
twin-0130,twin-0136,0.9
twin-0131,twin-0132,0.9
twin-0131,twin-0133,0.9
twin-0131,twin-0134,0.9
twin-0131,twin-0135,0.9
twin-0131,twin-0136,0.9
twin-0132,twin-0133,0.9
twin-0132,twin-0134,0.9
twin-0132,twin-0135,0.9
twin-0132,twin-0136,0.9
twin-0133,twin-0134,0.9
twin-0133,twin-0135,0.9
twin-0133,twin-0136,0.9
twin-0134,twin-0135,0.9
twin-0134,twin-0136,0.9
twin-0135,twin-0136,0.9
twin-0137,twin-0138,0.9
twin-0137,twin-0139,0.9
twin-0137,twin-0140,0.9
twin-0137,twin-0141,0.9
twin-0137,twin-0142,0.9
twin-0137,twin-0143,0.9
twin-0138,twin-0139,0.9
twin-0138,twin-0140,0.9
twin-0138,twin-0141,0.9
twin-0138,twin-0142,0.9
twin-0138,twin-0143,0.9
twin-0139,twin-0140,0.9
twin-0139,twin-0141,0.9
twin-0139,twin-0142,0.9
twin-0139,twin-0143,0.9
twin-0140,twin-0141,0.9
twin-0140,twin-0142,0.9
twin-0140,twin-0143,0.9
twin-0141,twin-0142,0.9
twin-0141,twin-0143,0.9
twin-0142,twin-0143,0.9
twin-0144,twin-0145,0.9
twin-0144,twin-0146,0.9
twin-0144,twin-0147,0.9
twin-0144,twin-0148,0.9
twin-0144,twin-0149,0.9
twin-0144,twin-0150,0.9
twin-0145,twin-0146,0.9
twin-0145,twin-0147,0.9
twin-0145,twin-0148,0.9
twin-0145,twin-0149,0.9
twin-0145,twin-0150,0.9
twin-0146,twin-0147,0.9
twin-0146,twin-0148,0.9
twin-0146,twin-0149,0.9
twin-0146,twin-0150,0.9
twin-0147,twin-0148,0.9
twin-0147,twin-0149,0.9
twin-0147,twin-0150,0.9
twin-0148,twin-0149,0.9
twin-0148,twin-0150,0.9
twin-0149,twin-0150,0.9
