twin_a,twin_b,weight
twin-0049,twin-0057,1.0
twin-0050,twin-0051,1.0
twin-0050,twin-0052,1.0
twin-0050,twin-0053,1.0
twin-0050,twin-0054,1.0
twin-0050,twin-0055,1.0
twin-0050,twin-0056,1.0
twin-0051,twin-0052,1.0
twin-0051,twin-0053,1.0
twin-0051,twin-0054,1.0
twin-0051,twin-0055,1.0
twin-0051,twin-0056,1.0
twin-0052,twin-0053,1.0
twin-0052,twin-0054,1.0
twin-0052,twin-0055,1.0
twin-0052,twin-0056,1.0
twin-0052,twin-0060,1.0
twin-0053,twin-0054,1.0
twin-0053,twin-0055,1.0
twin-0053,twin-0056,1.0
twin-0054,twin-0055,1.0
twin-0054,twin-0056,1.0
twin-0055,twin-0056,1.0
twin-0057,twin-0058,1.0
twin-0057,twin-0059,1.0
twin-0057,twin-0060,1.0
twin-0057,twin-0061,1.0
twin-0057,twin-0062,1.0
twin-0057,twin-0063,1.0
twin-0057,twin-0064,1.0
twin-0057,twin-0065,1.0
twin-0058,twin-0059,1.0
twin-0058,twin-0060,1.0
twin-0058,twin-0061,1.0
twin-0058,twin-0062,1.0
twin-0058,twin-0063,1.0
twin-0058,twin-0064,1.0
twin-0059,twin-0060,1.0
twin-0059,twin-0061,1.0
twin-0059,twin-0062,1.0
twin-0059,twin-0063,1.0
twin-0059,twin-0064,1.0
twin-0060,twin-0061,1.0
twin-0060,twin-0062,1.0
twin-0060,twin-0063,1.0
twin-0060,twin-0064,1.0
twin-0060,twin-0068,1.0
twin-0061,twin-0062,1.0
twin-0061,twin-0063,1.0
twin-0061,twin-0064,1.0
twin-0062,twin-0063,1.0
twin-0062,twin-0064,1.0
twin-0063,twin-0064,1.0
twin-0065,twin-0066,1.0
twin-0065,twin-0067,1.0
twin-0065,twin-0068,1.0
twin-0065,twin-0069,1.0
twin-0065,twin-0070,1.0
twin-0065,twin-0071,1.0
twin-0065,twin-0072,1.0
twin-0065,twin-0073,1.0
twin-0066,twin-0067,1.0
twin-0066,twin-0068,1.0
twin-0066,twin-0069,1.0
twin-0066,twin-0070,1.0
twin-0066,twin-0071,1.0
twin-0066,twin-0072,1.0
twin-0067,twin-0068,1.0
twin-0067,twin-0069,1.0
twin-0067,twin-0070,1.0
twin-0067,twin-0071,1.0
twin-0067,twin-0072,1.0
twin-0068,twin-0069,1.0
twin-0068,twin-0070,1.0
twin-0068,twin-0071,1.0
twin-0068,twin-0072,1.0
twin-0068,twin-0076,1.0
twin-0069,twin-0070,1.0
twin-0069,twin-0071,1.0
twin-0069,twin-0072,1.0
twin-0070,twin-0071,1.0
twin-0070,twin-0072,1.0
twin-0071,twin-0072,1.0
twin-0073,twin-0074,1.0
twin-0073,twin-0075,1.0
twin-0073,twin-0076,1.0
twin-0073,twin-0077,1.0
twin-0073,twin-0078,1.0
twin-0073,twin-0079,1.0
twin-0073,twin-0080,1.0
twin-0073,twin-0081,1.0
twin-0074,twin-0075,1.0
twin-0074,twin-0076,1.0
twin-0074,twin-0077,1.0
twin-0074,twin-0078,1.0
twin-0074,twin-0079,1.0
twin-0074,twin-0080,1.0
twin-0075,twin-0076,1.0
twin-0075,twin-0077,1.0
twin-0075,twin-0078,1.0
twin-0075,twin-0079,1.0
twin-0075,twin-0080,1.0
twin-0076,twin-0077,1.0
twin-0076,twin-0078,1.0
twin-0076,twin-0079,1.0
twin-0076,twin-0080,1.0
twin-0076,twin-0084,1.0
twin-0077,twin-0078,1.0
twin-0077,twin-0079,1.0
twin-0077,twin-0080,1.0
twin-0078,twin-0079,1.0
twin-0078,twin-0080,1.0
twin-0079,twin-0080,1.0
twin-0081,twin-0082,1.0
twin-0081,twin-0083,1.0
twin-0081,twin-0084,1.0
twin-0081,twin-0085,1.0
twin-0081,twin-0086,1.0
twin-0081,twin-0087,1.0
twin-0081,twin-0088,1.0
twin-0081,twin-0089,1.0
twin-0082,twin-0083,1.0
twin-0082,twin-0084,1.0
twin-0082,twin-0085,1.0
twin-0082,twin-0086,1.0
twin-0082,twin-0087,1.0
twin-0082,twin-0088,1.0
twin-0083,twin-0084,1.0
twin-0083,twin-0085,1.0
twin-0083,twin-0086,1.0
twin-0083,twin-0087,1.0
twin-0083,twin-0088,1.0
twin-0084,twin-0085,1.0
twin-0084,twin-0086,1.0
twin-0084,twin-0087,1.0
twin-0084,twin-0088,1.0
twin-0084,twin-0092,1.0
twin-0085,twin-0086,1.0
twin-0085,twin-0087,1.0
twin-0085,twin-0088,1.0
twin-0086,twin-0087,1.0
twin-0086,twin-0088,1.0
twin-0087,twin-0088,1.0
twin-0089,twin-0090,1.0
twin-0089,twin-0091,1.0
twin-0089,twin-0092,1.0
twin-0089,twin-0093,1.0
twin-0089,twin-0094,1.0
twin-0089,twin-0095,1.0
twin-0089,twin-0096,1.0
twin-0089,twin-0097,1.0
twin-0090,twin-0091,1.0
twin-0090,twin-0092,1.0
twin-0090,twin-0093,1.0
twin-0090,twin-0094,1.0
twin-0090,twin-0095,1.0
twin-0090,twin-0096,1.0
twin-0091,twin-0092,1.0
twin-0091,twin-0093,1.0
twin-0091,twin-0094,1.0
twin-0091,twin-0095,1.0
twin-0091,twin-0096,1.0
twin-0092,twin-0093,1.0
twin-0092,twin-0094,1.0
twin-0092,twin-0095,1.0
twin-0092,twin-0096,1.0
twin-0092,twin-0100,1.0
twin-0093,twin-0094,1.0
twin-0093,twin-0095,1.0
twin-0093,twin-0096,1.0
twin-0094,twin-0095,1.0
twin-0094,twin-0096,1.0
twin-0095,twin-0096,1.0
twin-0097,twin-0098,1.0
twin-0097,twin-0099,1.0
twin-0097,twin-0100,1.0
twin-0097,twin-0101,1.0
twin-0097,twin-0102,1.0
twin-0097,twin-0103,1.0
twin-0097,twin-0104,1.0
twin-0097,twin-0105,1.0
twin-0098,twin-0099,1.0
twin-0098,twin-0100,1.0
twin-0098,twin-0101,1.0
twin-0098,twin-0102,1.0
twin-0098,twin-0103,1.0
twin-0098,twin-0104,1.0
twin-0099,twin-0100,1.0
twin-0099,twin-0101,1.0
twin-0099,twin-0102,1.0
twin-0099,twin-0103,1.0
twin-0099,twin-0104,1.0
twin-0100,twin-0101,1.0
twin-0100,twin-0102,1.0
twin-0100,twin-0103,1.0
twin-0100,twin-0104,1.0
twin-0100,twin-0108,1.0
twin-0101,twin-0102,1.0
twin-0101,twin-0103,1.0
twin-0101,twin-0104,1.0
twin-0102,twin-0103,1.0
twin-0102,twin-0104,1.0
twin-0103,twin-0104,1.0
twin-0105,twin-0106,1.0
twin-0105,twin-0107,1.0
twin-0105,twin-0108,1.0
twin-0105,twin-0109,1.0
twin-0105,twin-0110,1.0
twin-0105,twin-0111,1.0
twin-0105,twin-0112,1.0
twin-0105,twin-0113,1.0
twin-0106,twin-0107,1.0
twin-0106,twin-0108,1.0
twin-0106,twin-0109,1.0
twin-0106,twin-0110,1.0
twin-0106,twin-0111,1.0
twin-0106,twin-0112,1.0
twin-0107,twin-0108,1.0
twin-0107,twin-0109,1.0
twin-0107,twin-0110,1.0
twin-0107,twin-0111,1.0
twin-0107,twin-0112,1.0
twin-0108,twin-0109,1.0
twin-0108,twin-0110,1.0
twin-0108,twin-0111,1.0
twin-0108,twin-0112,1.0
twin-0108,twin-0116,1.0
twin-0109,twin-0110,1.0
twin-0109,twin-0111,1.0
twin-0109,twin-0112,1.0
twin-0110,twin-0111,1.0
twin-0110,twin-0112,1.0
twin-0111,twin-0112,1.0
twin-0113,twin-0114,1.0
twin-0113,twin-0115,1.0
twin-0113,twin-0116,1.0
twin-0113,twin-0117,1.0
twin-0113,twin-0118,1.0
twin-0113,twin-0119,1.0
twin-0113,twin-0120,1.0
twin-0113,twin-0121,1.0
twin-0114,twin-0115,1.0
twin-0114,twin-0116,1.0
twin-0114,twin-0117,1.0
twin-0114,twin-0118,1.0
twin-0114,twin-0119,1.0
twin-0114,twin-0120,1.0
twin-0115,twin-0116,1.0
twin-0115,twin-0117,1.0
twin-0115,twin-0118,1.0
twin-0115,twin-0119,1.0
twin-0115,twin-0120,1.0
twin-0116,twin-0117,1.0
twin-0116,twin-0118,1.0
twin-0116,twin-0119,1.0
twin-0116,twin-0120,1.0
twin-0116,twin-0124,1.0
twin-0117,twin-0118,1.0
twin-0117,twin-0119,1.0
twin-0117,twin-0120,1.0
twin-0118,twin-0119,1.0
twin-0118,twin-0120,1.0
twin-0119,twin-0120,1.0
twin-0121,twin-0122,1.0
twin-0121,twin-0123,1.0
twin-0121,twin-0124,1.0
twin-0121,twin-0125,1.0
twin-0121,twin-0126,1.0
twin-0121,twin-0127,1.0
twin-0121,twin-0128,1.0
twin-0121,twin-0129,1.0
twin-0122,twin-0123,1.0
twin-0122,twin-0124,1.0
twin-0122,twin-0125,1.0
twin-0122,twin-0126,1.0
twin-0122,twin-0127,1.0
twin-0122,twin-0128,1.0
twin-0123,twin-0124,1.0
twin-0123,twin-0125,1.0
twin-0123,twin-0126,1.0
twin-0123,twin-0127,1.0
twin-0123,twin-0128,1.0
twin-0124,twin-0125,1.0
twin-0124,twin-0126,1.0
twin-0124,twin-0127,1.0
twin-0124,twin-0128,1.0
twin-0124,twin-0132,1.0
twin-0125,twin-0126,1.0
twin-0125,twin-0127,1.0
twin-0125,twin-0128,1.0
twin-0126,twin-0127,1.0
twin-0126,twin-0128,1.0
twin-0127,twin-0128,1.0
twin-0129,twin-0130,1.0
twin-0129,twin-0131,1.0
twin-0129,twin-0132,1.0
twin-0129,twin-0133,1.0
twin-0129,twin-0134,1.0
twin-0129,twin-0135,1.0
twin-0129,twin-0136,1.0
twin-0129,twin-0137,1.0
twin-0130,twin-0131,1.0
twin-0130,twin-0132,1.0
twin-0130,twin-0133,1.0
twin-0130,twin-0134,1.0
twin-0130,twin-0135,1.0
twin-0130,twin-0136,1.0
twin-0131,twin-0132,1.0
twin-0131,twin-0133,1.0
twin-0131,twin-0134,1.0
twin-0131,twin-0135,1.0
twin-0131,twin-0136,1.0
twin-0132,twin-0133,1.0
twin-0132,twin-0134,1.0
twin-0132,twin-0135,1.0
twin-0132,twin-0136,1.0
twin-0132,twin-0140,1.0
twin-0133,twin-0134,1.0
twin-0133,twin-0135,1.0
twin-0133,twin-0136,1.0
twin-0134,twin-0135,1.0
twin-0134,twin-0136,1.0
twin-0135,twin-0136,1.0
twin-0137,twin-0138,1.0
twin-0137,twin-0139,1.0
twin-0137,twin-0140,1.0
twin-0137,twin-0141,1.0
twin-0137,twin-0142,1.0
twin-0137,twin-0143,1.0
twin-0137,twin-0144,1.0
twin-0138,twin-0139,1.0
twin-0138,twin-0140,1.0
twin-0138,twin-0141,1.0
twin-0138,twin-0142,1.0
twin-0138,twin-0143,1.0
twin-0139,twin-0140,1.0
twin-0139,twin-0141,1.0
twin-0139,twin-0142,1.0
twin-0139,twin-0143,1.0
twin-0140,twin-0141,1.0
twin-0140,twin-0142,1.0
twin-0140,twin-0143,1.0
twin-0140,twin-0147,1.0
twin-0141,twin-0142,1.0
twin-0141,twin-0143,1.0
twin-0142,twin-0143,1.0
twin-0144,twin-0145,1.0
twin-0144,twin-0146,1.0
twin-0144,twin-0147,1.0
twin-0144,twin-0148,1.0
twin-0144,twin-0149,1.0
twin-0144,twin-0150,1.0
twin-0145,twin-0146,1.0
twin-0145,twin-0147,1.0
twin-0145,twin-0148,1.0
twin-0145,twin-0149,1.0
twin-0145,twin-0150,1.0
twin-0146,twin-0147,1.0
twin-0146,twin-0148,1.0
twin-0146,twin-0149,1.0
twin-0146,twin-0150,1.0
twin-0147,twin-0148,1.0
twin-0147,twin-0149,1.0
twin-0147,twin-0150,1.0
twin-0148,twin-0149,1.0
twin-0148,twin-0150,1.0
twin-0149,twin-0150,1.0
