twin_a,twin_b,weight
twin-0034,twin-0068,0.4
twin-0034,twin-0074,0.4
twin-0034,twin-0078,0.4
twin-0034,twin-0081,0.4
twin-0034,twin-0084,0.4
twin-0034,twin-0086,0.4
twin-0034,twin-0089,0.4
twin-0034,twin-0090,0.4
twin-0034,twin-0106,0.4
twin-0034,twin-0123,0.4
twin-0034,twin-0124,0.4
twin-0034,twin-0125,0.4
twin-0034,twin-0127,0.4
twin-0034,twin-0128,0.4
twin-0034,twin-0129,0.4
twin-0034,twin-0130,0.4
twin-0034,twin-0144,0.4
twin-0036,twin-0038,0.4
twin-0036,twin-0040,0.4
twin-0038,twin-0040,0.4
twin-0041,twin-0042,0.4
twin-0041,twin-0058,0.4
twin-0041,twin-0065,0.4
twin-0041,twin-0066,0.4
twin-0041,twin-0074,0.4
twin-0041,twin-0081,0.4
twin-0041,twin-0089,0.4
twin-0041,twin-0090,0.4
twin-0041,twin-0106,0.4
twin-0041,twin-0129,0.4
twin-0041,twin-0130,0.4
twin-0041,twin-0144,0.4
twin-0042,twin-0058,0.4
twin-0042,twin-0066,0.4
twin-0042,twin-0074,0.4
twin-0042,twin-0081,0.4
twin-0042,twin-0089,0.4
twin-0042,twin-0090,0.4
twin-0042,twin-0106,0.4
twin-0042,twin-0129,0.4
twin-0042,twin-0130,0.4
twin-0042,twin-0144,0.4
twin-0044,twin-0108,0.4
twin-0044,twin-0118,0.4
twin-0045,twin-0047,0.4
twin-0045,twin-0135,0.4
twin-0049,twin-0057,0.4
twin-0049,twin-0089,0.4
twin-0049,twin-0105,0.4
twin-0049,twin-0144,0.4
twin-0050,twin-0090,0.4
twin-0050,twin-0091,0.4
twin-0050,twin-0122,0.4
twin-0050,twin-0145,0.4
twin-0051,twin-0053,0.4
twin-0051,twin-0054,0.4
twin-0051,twin-0055,0.4
twin-0052,twin-0054,0.4
twin-0052,twin-0056,0.4
twin-0052,twin-0070,0.4
twin-0052,twin-0102,0.4
twin-0052,twin-0108,0.4
twin-0053,twin-0054,0.4
twin-0053,twin-0055,0.4
twin-0054,twin-0056,0.4
twin-0054,twin-0070,0.4
twin-0054,twin-0102,0.4
twin-0054,twin-0108,0.4
twin-0057,twin-0089,0.4
twin-0057,twin-0105,0.4
twin-0057,twin-0113,0.4
twin-0057,twin-0114,0.4
twin-0057,twin-0144,0.4
twin-0058,twin-0062,0.4
twin-0058,twin-0064,0.4
twin-0058,twin-0066,0.4
twin-0058,twin-0068,0.4
twin-0058,twin-0074,0.4
twin-0058,twin-0078,0.4
twin-0058,twin-0081,0.4
twin-0058,twin-0084,0.4
twin-0058,twin-0086,0.4
twin-0058,twin-0089,0.4
twin-0058,twin-0090,0.4
twin-0058,twin-0106,0.4
twin-0058,twin-0123,0.4
twin-0058,twin-0124,0.4
twin-0058,twin-0125,0.4
twin-0058,twin-0127,0.4
twin-0058,twin-0128,0.4
twin-0058,twin-0129,0.4
twin-0058,twin-0130,0.4
twin-0058,twin-0144,0.4
twin-0059,twin-0061,0.4
twin-0060,twin-0132,0.4
twin-0060,twin-0136,0.4
twin-0062,twin-0064,0.4
twin-0062,twin-0068,0.4
twin-0062,twin-0074,0.4
twin-0062,twin-0078,0.4
twin-0062,twin-0084,0.4
twin-0062,twin-0086,0.4
twin-0062,twin-0123,0.4
twin-0062,twin-0124,0.4
twin-0062,twin-0125,0.4
twin-0062,twin-0127,0.4
twin-0062,twin-0128,0.4
twin-0064,twin-0068,0.4
twin-0064,twin-0072,0.4
twin-0064,twin-0074,0.4
twin-0064,twin-0078,0.4
twin-0064,twin-0080,0.4
twin-0064,twin-0084,0.4
twin-0064,twin-0086,0.4
twin-0064,twin-0123,0.4
twin-0064,twin-0124,0.4
twin-0064,twin-0125,0.4
twin-0064,twin-0127,0.4
twin-0064,twin-0128,0.4
twin-0065,twin-0073,0.4
twin-0065,twin-0089,0.4
twin-0065,twin-0105,0.4
twin-0065,twin-0121,0.4
twin-0065,twin-0144,0.4
twin-0066,twin-0074,0.4
twin-0066,twin-0080,0.4
twin-0066,twin-0081,0.4
twin-0066,twin-0089,0.4
twin-0066,twin-0090,0.4
twin-0066,twin-0106,0.4
twin-0066,twin-0129,0.4
twin-0066,twin-0130,0.4
twin-0066,twin-0144,0.4
twin-0067,twin-0069,0.4
twin-0067,twin-0106,0.4
twin-0068,twin-0074,0.4
twin-0068,twin-0078,0.4
twin-0068,twin-0080,0.4
twin-0068,twin-0084,0.4
twin-0068,twin-0086,0.4
twin-0068,twin-0123,0.4
twin-0068,twin-0124,0.4
twin-0068,twin-0125,0.4
twin-0068,twin-0127,0.4
twin-0068,twin-0128,0.4
twin-0070,twin-0102,0.4
twin-0070,twin-0108,0.4
twin-0073,twin-0105,0.4
twin-0073,twin-0121,0.4
twin-0073,twin-0144,0.4
twin-0074,twin-0078,0.4
twin-0074,twin-0081,0.4
twin-0074,twin-0084,0.4
twin-0074,twin-0086,0.4
twin-0074,twin-0089,0.4
twin-0074,twin-0090,0.4
twin-0074,twin-0106,0.4
twin-0074,twin-0123,0.4
twin-0074,twin-0124,0.4
twin-0074,twin-0125,0.4
twin-0074,twin-0127,0.4
twin-0074,twin-0128,0.4
twin-0074,twin-0129,0.4
twin-0074,twin-0130,0.4
twin-0074,twin-0144,0.4
twin-0075,twin-0079,0.4
twin-0075,twin-0100,0.4
twin-0075,twin-0101,0.4
twin-0075,twin-0102,0.4
twin-0075,twin-0126,0.4
twin-0075,twin-0147,0.4
twin-0075,twin-0149,0.4
twin-0077,twin-0099,0.4
twin-0077,twin-0103,0.4
twin-0077,twin-0104,0.4
twin-0078,twin-0080,0.4
twin-0078,twin-0084,0.4
twin-0078,twin-0086,0.4
twin-0078,twin-0123,0.4
twin-0078,twin-0124,0.4
twin-0078,twin-0125,0.4
twin-0078,twin-0127,0.4
twin-0078,twin-0128,0.4
twin-0079,twin-0100,0.4
twin-0079,twin-0101,0.4
twin-0079,twin-0102,0.4
twin-0079,twin-0126,0.4
twin-0079,twin-0147,0.4
twin-0079,twin-0149,0.4
twin-0081,twin-0089,0.4
twin-0081,twin-0090,0.4
twin-0081,twin-0106,0.4
twin-0081,twin-0129,0.4
twin-0081,twin-0130,0.4
twin-0081,twin-0144,0.4
twin-0082,twin-0085,0.4
twin-0082,twin-0087,0.4
twin-0083,twin-0087,0.4
twin-0083,twin-0130,0.4
twin-0084,twin-0086,0.4
twin-0084,twin-0123,0.4
twin-0084,twin-0124,0.4
twin-0084,twin-0125,0.4
twin-0084,twin-0127,0.4
twin-0084,twin-0128,0.4
twin-0085,twin-0087,0.4
twin-0086,twin-0123,0.4
twin-0086,twin-0124,0.4
twin-0086,twin-0125,0.4
twin-0086,twin-0127,0.4
twin-0086,twin-0128,0.4
twin-0089,twin-0090,0.4
twin-0089,twin-0105,0.4
twin-0089,twin-0106,0.4
twin-0089,twin-0129,0.4
twin-0089,twin-0130,0.4
twin-0089,twin-0144,0.4
twin-0090,twin-0091,0.4
twin-0090,twin-0106,0.4
twin-0090,twin-0129,0.4
twin-0090,twin-0130,0.4
twin-0090,twin-0144,0.4
twin-0093,twin-0094,0.4
twin-0093,twin-0095,0.4
twin-0093,twin-0096,0.4
twin-0093,twin-0115,0.4
twin-0093,twin-0139,0.4
twin-0094,twin-0095,0.4
twin-0094,twin-0096,0.4
twin-0095,twin-0096,0.4
twin-0095,twin-0115,0.4
twin-0095,twin-0139,0.4
twin-0096,twin-0126,0.4
twin-0099,twin-0102,0.4
twin-0099,twin-0103,0.4
twin-0099,twin-0104,0.4
twin-0100,twin-0101,0.4
twin-0100,twin-0102,0.4
twin-0100,twin-0126,0.4
twin-0100,twin-0147,0.4
twin-0100,twin-0149,0.4
twin-0101,twin-0102,0.4
twin-0101,twin-0126,0.4
twin-0101,twin-0147,0.4
twin-0101,twin-0149,0.4
twin-0102,twin-0103,0.4
twin-0102,twin-0104,0.4
twin-0102,twin-0108,0.4
twin-0102,twin-0126,0.4
twin-0102,twin-0147,0.4
twin-0102,twin-0149,0.4
twin-0103,twin-0104,0.4
twin-0105,twin-0121,0.4
twin-0105,twin-0144,0.4
twin-0106,twin-0129,0.4
twin-0106,twin-0130,0.4
twin-0106,twin-0144,0.4
twin-0107,twin-0109,0.4
twin-0110,twin-0112,0.4
twin-0113,twin-0114,0.4
twin-0115,twin-0139,0.4
twin-0117,twin-0119,0.4
twin-0118,twin-0120,0.4
twin-0121,twin-0144,0.4
twin-0122,twin-0145,0.4
twin-0123,twin-0124,0.4
twin-0123,twin-0125,0.4
twin-0123,twin-0127,0.4
twin-0123,twin-0128,0.4
twin-0124,twin-0125,0.4
twin-0124,twin-0126,0.4
twin-0124,twin-0127,0.4
twin-0124,twin-0128,0.4
twin-0125,twin-0127,0.4
twin-0125,twin-0128,0.4
twin-0126,twin-0128,0.4
twin-0126,twin-0147,0.4
twin-0126,twin-0149,0.4
twin-0127,twin-0128,0.4
twin-0129,twin-0130,0.4
twin-0129,twin-0144,0.4
twin-0130,twin-0144,0.4
twin-0132,twin-0136,0.4
twin-0137,twin-0145,0.4
twin-0139,twin-0143,0.4
twin-0147,twin-0149,0.4
