twin_a,twin_b,weight
twin-0070,twin-0074,0.4
twin-0070,twin-0075,0.4
twin-0070,twin-0076,0.4
twin-0070,twin-0077,0.4
twin-0070,twin-0089,0.4
twin-0070,twin-0099,0.4
twin-0070,twin-0100,0.4
twin-0070,twin-0102,0.4
twin-0070,twin-0103,0.4
twin-0070,twin-0104,0.4
twin-0070,twin-0117,0.4
twin-0070,twin-0118,0.4
twin-0070,twin-0120,0.4
twin-0070,twin-0126,0.4
twin-0070,twin-0137,0.4
twin-0070,twin-0140,0.4
twin-0070,twin-0142,0.4
twin-0070,twin-0147,0.4
twin-0073,twin-0074,0.4
twin-0073,twin-0075,0.4
twin-0073,twin-0076,0.4
twin-0073,twin-0077,0.4
twin-0073,twin-0089,0.4
twin-0073,twin-0099,0.4
twin-0073,twin-0100,0.4
twin-0073,twin-0102,0.4
twin-0073,twin-0103,0.4
twin-0073,twin-0104,0.4
twin-0073,twin-0117,0.4
twin-0073,twin-0118,0.4
twin-0073,twin-0120,0.4
twin-0073,twin-0137,0.4
twin-0073,twin-0140,0.4
twin-0073,twin-0142,0.4
twin-0073,twin-0147,0.4
twin-0074,twin-0075,0.4
twin-0074,twin-0076,0.4
twin-0074,twin-0077,0.4
twin-0074,twin-0089,0.4
twin-0074,twin-0099,0.4
twin-0074,twin-0100,0.4
twin-0074,twin-0102,0.4
twin-0074,twin-0103,0.4
twin-0074,twin-0104,0.4
twin-0074,twin-0117,0.4
twin-0074,twin-0118,0.4
twin-0074,twin-0120,0.4
twin-0074,twin-0137,0.4
twin-0074,twin-0140,0.4
twin-0074,twin-0142,0.4
twin-0074,twin-0147,0.4
twin-0075,twin-0076,0.4
twin-0075,twin-0077,0.4
twin-0075,twin-0089,0.4
twin-0075,twin-0099,0.4
twin-0075,twin-0100,0.4
twin-0075,twin-0102,0.4
twin-0075,twin-0103,0.4
twin-0075,twin-0104,0.4
twin-0075,twin-0117,0.4
twin-0075,twin-0118,0.4
twin-0075,twin-0120,0.4
twin-0075,twin-0137,0.4
twin-0075,twin-0140,0.4
twin-0075,twin-0142,0.4
twin-0075,twin-0147,0.4
twin-0076,twin-0077,0.4
twin-0076,twin-0089,0.4
twin-0076,twin-0099,0.4
twin-0076,twin-0100,0.4
twin-0076,twin-0102,0.4
twin-0076,twin-0103,0.4
twin-0076,twin-0104,0.4
twin-0076,twin-0117,0.4
twin-0076,twin-0118,0.4
twin-0076,twin-0120,0.4
twin-0076,twin-0137,0.4
twin-0076,twin-0140,0.4
twin-0076,twin-0142,0.4
twin-0076,twin-0147,0.4
twin-0077,twin-0089,0.4
twin-0077,twin-0099,0.4
twin-0077,twin-0100,0.4
twin-0077,twin-0102,0.4
twin-0077,twin-0103,0.4
twin-0077,twin-0104,0.4
twin-0077,twin-0117,0.4
twin-0077,twin-0118,0.4
twin-0077,twin-0120,0.4
twin-0077,twin-0137,0.4
twin-0077,twin-0140,0.4
twin-0077,twin-0142,0.4
twin-0077,twin-0147,0.4
twin-0081,twin-0082,0.4
twin-0081,twin-0083,0.4
twin-0081,twin-0106,0.4
twin-0081,twin-0107,0.4
twin-0081,twin-0109,0.4
twin-0081,twin-0111,0.4
twin-0081,twin-0114,0.4
twin-0081,twin-0115,0.4
twin-0081,twin-0116,0.4
twin-0081,twin-0119,0.4
twin-0081,twin-0122,0.4
twin-0081,twin-0130,0.4
twin-0081,twin-0133,0.4
twin-0081,twin-0135,0.4
twin-0081,twin-0136,0.4
twin-0082,twin-0083,0.4
twin-0082,twin-0106,0.4
twin-0082,twin-0107,0.4
twin-0082,twin-0109,0.4
twin-0082,twin-0111,0.4
twin-0082,twin-0114,0.4
twin-0082,twin-0115,0.4
twin-0082,twin-0116,0.4
twin-0082,twin-0119,0.4
twin-0082,twin-0122,0.4
twin-0082,twin-0130,0.4
twin-0082,twin-0133,0.4
twin-0082,twin-0135,0.4
twin-0082,twin-0136,0.4
twin-0083,twin-0106,0.4
twin-0083,twin-0107,0.4
twin-0083,twin-0109,0.4
twin-0083,twin-0111,0.4
twin-0083,twin-0114,0.4
twin-0083,twin-0115,0.4
twin-0083,twin-0116,0.4
twin-0083,twin-0119,0.4
twin-0083,twin-0122,0.4
twin-0083,twin-0130,0.4
twin-0083,twin-0133,0.4
twin-0083,twin-0135,0.4
twin-0083,twin-0136,0.4
twin-0089,twin-0099,0.4
twin-0089,twin-0100,0.4
twin-0089,twin-0102,0.4
twin-0089,twin-0103,0.4
twin-0089,twin-0104,0.4
twin-0089,twin-0117,0.4
twin-0089,twin-0118,0.4
twin-0089,twin-0120,0.4
twin-0089,twin-0137,0.4
twin-0089,twin-0140,0.4
twin-0089,twin-0142,0.4
twin-0089,twin-0147,0.4
twin-0099,twin-0100,0.4
twin-0099,twin-0102,0.4
twin-0099,twin-0103,0.4
twin-0099,twin-0104,0.4
twin-0099,twin-0117,0.4
twin-0099,twin-0118,0.4
twin-0099,twin-0120,0.4
twin-0099,twin-0137,0.4
twin-0099,twin-0140,0.4
twin-0099,twin-0142,0.4
twin-0099,twin-0147,0.4
twin-0100,twin-0102,0.4
twin-0100,twin-0103,0.4
twin-0100,twin-0104,0.4
twin-0100,twin-0117,0.4
twin-0100,twin-0118,0.4
twin-0100,twin-0120,0.4
twin-0100,twin-0137,0.4
twin-0100,twin-0140,0.4
twin-0100,twin-0142,0.4
twin-0100,twin-0147,0.4
twin-0102,twin-0103,0.4
twin-0102,twin-0104,0.4
twin-0102,twin-0117,0.4
twin-0102,twin-0118,0.4
twin-0102,twin-0120,0.4
twin-0102,twin-0137,0.4
twin-0102,twin-0140,0.4
twin-0102,twin-0142,0.4
twin-0102,twin-0147,0.4
twin-0103,twin-0104,0.4
twin-0103,twin-0117,0.4
twin-0103,twin-0118,0.4
twin-0103,twin-0120,0.4
twin-0103,twin-0137,0.4
twin-0103,twin-0140,0.4
twin-0103,twin-0142,0.4
twin-0103,twin-0147,0.4
twin-0104,twin-0117,0.4
twin-0104,twin-0118,0.4
twin-0104,twin-0120,0.4
twin-0104,twin-0137,0.4
twin-0104,twin-0140,0.4
twin-0104,twin-0142,0.4
twin-0104,twin-0147,0.4
twin-0105,twin-0113,0.4
twin-0105,twin-0144,0.4
twin-0106,twin-0107,0.4
twin-0106,twin-0109,0.4
twin-0106,twin-0111,0.4
twin-0106,twin-0114,0.4
twin-0106,twin-0115,0.4
twin-0106,twin-0116,0.4
twin-0106,twin-0119,0.4
twin-0106,twin-0122,0.4
twin-0106,twin-0130,0.4
twin-0106,twin-0133,0.4
twin-0106,twin-0135,0.4
twin-0106,twin-0136,0.4
twin-0107,twin-0109,0.4
twin-0107,twin-0111,0.4
twin-0107,twin-0114,0.4
twin-0107,twin-0115,0.4
twin-0107,twin-0116,0.4
twin-0107,twin-0119,0.4
twin-0107,twin-0122,0.4
twin-0107,twin-0130,0.4
twin-0107,twin-0133,0.4
twin-0107,twin-0135,0.4
twin-0107,twin-0136,0.4
twin-0109,twin-0111,0.4
twin-0109,twin-0114,0.4
twin-0109,twin-0115,0.4
twin-0109,twin-0116,0.4
twin-0109,twin-0119,0.4
twin-0109,twin-0122,0.4
twin-0109,twin-0130,0.4
twin-0109,twin-0133,0.4
twin-0109,twin-0135,0.4
twin-0109,twin-0136,0.4
twin-0111,twin-0114,0.4
twin-0111,twin-0115,0.4
twin-0111,twin-0116,0.4
twin-0111,twin-0119,0.4
twin-0111,twin-0122,0.4
twin-0111,twin-0130,0.4
twin-0111,twin-0133,0.4
twin-0111,twin-0135,0.4
twin-0111,twin-0136,0.4
twin-0113,twin-0144,0.4
twin-0114,twin-0115,0.4
twin-0114,twin-0116,0.4
twin-0114,twin-0119,0.4
twin-0114,twin-0122,0.4
twin-0114,twin-0130,0.4
twin-0114,twin-0133,0.4
twin-0114,twin-0135,0.4
twin-0114,twin-0136,0.4
twin-0115,twin-0116,0.4
twin-0115,twin-0119,0.4
twin-0115,twin-0122,0.4
twin-0115,twin-0130,0.4
twin-0115,twin-0133,0.4
twin-0115,twin-0135,0.4
twin-0115,twin-0136,0.4
twin-0116,twin-0119,0.4
twin-0116,twin-0122,0.4
twin-0116,twin-0130,0.4
twin-0116,twin-0133,0.4
twin-0116,twin-0135,0.4
twin-0116,twin-0136,0.4
twin-0117,twin-0118,0.4
twin-0117,twin-0120,0.4
twin-0117,twin-0137,0.4
twin-0117,twin-0140,0.4
twin-0117,twin-0142,0.4
twin-0117,twin-0147,0.4
twin-0118,twin-0120,0.4
twin-0118,twin-0137,0.4
twin-0118,twin-0140,0.4
twin-0118,twin-0142,0.4
twin-0118,twin-0147,0.4
twin-0119,twin-0122,0.4
twin-0119,twin-0130,0.4
twin-0119,twin-0133,0.4
twin-0119,twin-0135,0.4
twin-0119,twin-0136,0.4
twin-0120,twin-0137,0.4
twin-0120,twin-0140,0.4
twin-0120,twin-0142,0.4
twin-0120,twin-0147,0.4
twin-0122,twin-0130,0.4
twin-0122,twin-0133,0.4
twin-0122,twin-0135,0.4
twin-0122,twin-0136,0.4
twin-0130,twin-0133,0.4
twin-0130,twin-0135,0.4
twin-0130,twin-0136,0.4
twin-0133,twin-0135,0.4
twin-0133,twin-0136,0.4
twin-0135,twin-0136,0.4
twin-0137,twin-0140,0.4
twin-0137,twin-0142,0.4
twin-0137,twin-0147,0.4
twin-0140,twin-0142,0.4
twin-0140,twin-0147,0.4
twin-0142,twin-0147,0.4
