twin_id,category,community,genuine
twin-0015,osint_affiliation,osint_affiliation:G11,1
twin-0015,osint_vendor,osint_vendor:Meridian Health Group:L0,1
twin-0015,osint_vendor,osint_vendor:G13,1
twin-0015,osint_certification,osint_certification:G21,1
twin-0015,osint_certification,osint_certification:G13,1
twin-0015,osint_event,osint_event:G2,1
twin-0015,osint_event,osint_event:Meridian Health Group:L1,1
twin-0015,osint_social,osint_social:G27,1
twin-0015,osint_social,osint_social:Meridian Health Group:L0,1
twin-0015,osint_social,osint_social:G24,1
twin-0016,osint_mailing_list,osint_mailing_list:G14,1
twin-0016,osint_mailing_list,osint_mailing_list:Meridian Health Group:L1,1
twin-0016,osint_oss_project,osint_oss_project:Meridian Health Group:L1,1
twin-0016,osint_affiliation,osint_affiliation:Meridian Health Group:L0,1
twin-0016,osint_vendor,osint_vendor:G2,1
twin-0016,osint_vendor,osint_vendor:G14,1
twin-0016,osint_certification,osint_certification:Meridian Health Group:L0,1
twin-0016,osint_event,osint_event:Meridian Health Group:L0,1
twin-0016,osint_social,osint_social:Meridian Health Group:L0,1
twin-0017,osint_mailing_list,osint_mailing_list:G11,1
twin-0017,osint_mailing_list,osint_mailing_list:Cobalt Systems:L0,1
twin-0017,osint_oss_project,osint_oss_project:Cobalt Systems:L1,1
twin-0017,osint_oss_project,osint_oss_project:G17,1
twin-0017,osint_affiliation,osint_affiliation:Cobalt Systems:L1,1
twin-0017,osint_affiliation,osint_affiliation:Cobalt Systems:L0,1
twin-0017,osint_vendor,osint_vendor:Cobalt Systems:L0,1
twin-0017,osint_certification,osint_certification:Cobalt Systems:L0,1
twin-0017,osint_certification,osint_certification:G21,1
twin-0017,osint_event,osint_event:G15,1
twin-0017,osint_event,osint_event:Cobalt Systems:L0,1
twin-0017,osint_social,osint_social:G26,1
twin-0017,osint_social,osint_social:G9,1
twin-0017,osint_social,osint_social:G14,1
twin-0018,osint_mailing_list,osint_mailing_list:Cobalt Systems:L0,1
twin-0018,osint_mailing_list,osint_mailing_list:G10,1
twin-0018,osint_oss_project,osint_oss_project:Cobalt Systems:L1,1
twin-0018,osint_oss_project,osint_oss_project:G21,1
twin-0018,osint_affiliation,osint_affiliation:G5,1
twin-0018,osint_affiliation,osint_affiliation:Cobalt Systems:L0,1
twin-0018,osint_vendor,osint_vendor:Cobalt Systems:L0,1
twin-0018,osint_vendor,osint_vendor:G0,1
twin-0018,osint_certification,osint_certification:Cobalt Systems:L0,1
twin-0018,osint_certification,osint_certification:G8,1
twin-0018,osint_event,osint_event:Cobalt Systems:L0,1
twin-0018,osint_event,osint_event:G5,1
twin-0018,osint_social,osint_social:Cobalt Systems:L0,1
twin-0019,osint_mailing_list,osint_mailing_list:G7,1
twin-0019,osint_mailing_list,osint_mailing_list:G12,1
twin-0019,osint_oss_project,osint_oss_project:Cobalt Systems:L1,1
twin-0019,osint_oss_project,osint_oss_project:G12,1
twin-0019,osint_affiliation,osint_affiliation:G10,1
twin-0019,osint_affiliation,osint_affiliation:G1,1
twin-0019,osint_vendor,osint_vendor:G7,1
twin-0019,osint_vendor,osint_vendor:G13,1
twin-0019,osint_certification,osint_certification:G20,1
twin-0019,osint_certification,osint_certification:G21,1
twin-0019,osint_event,osint_event:Cobalt Systems:L1,1
twin-0019,osint_event,osint_event:G7,1
twin-0019,osint_social,osint_social:G4,1
twin-0019,osint_social,osint_social:G14,1
twin-0019,osint_social,osint_social:G17,1
twin-0020,osint_mailing_list,osint_mailing_list:G19,1
twin-0020,osint_mailing_list,osint_mailing_list:Cobalt Systems:L1,1
twin-0020,osint_oss_project,osint_oss_project:Cobalt Systems:L1,1
twin-0020,osint_oss_project,osint_oss_project:G15,1
twin-0020,osint_affiliation,osint_affiliation:G12,1
twin-0020,osint_affiliation,osint_affiliation:Cobalt Systems:L0,1
twin-0020,osint_vendor,osint_vendor:Cobalt Systems:L0,1
twin-0020,osint_vendor,osint_vendor:G8,1
twin-0020,osint_certification,osint_certification:Cobalt Systems:L0,1
twin-0020,osint_event,osint_event:G1,1
twin-0020,osint_event,osint_event:Cobalt Systems:L1,1
twin-0020,osint_social,osint_social:G15,1
twin-0020,osint_social,osint_social:Cobalt Systems:L0,1
twin-0020,osint_social,osint_social:G1,1
twin-0021,osint_mailing_list,osint_mailing_list:Cobalt Systems:L1,1
twin-0021,osint_mailing_list,osint_mailing_list:G18,1
twin-0021,osint_oss_project,osint_oss_project:G2,1
twin-0021,osint_oss_project,osint_oss_project:Cobalt Systems:L0,1
twin-0021,osint_affiliation,osint_affiliation:Cobalt Systems:L0,1
twin-0021,osint_affiliation,osint_affiliation:G12,1
twin-0021,osint_vendor,osint_vendor:G9,1
twin-0021,osint_vendor,osint_vendor:G6,1
twin-0021,osint_certification,osint_certification:Cobalt Systems:L0,1
twin-0021,osint_certification,osint_certification:G17,1
twin-0021,osint_event,osint_event:G6,1
twin-0021,osint_event,osint_event:Cobalt Systems:L0,1
twin-0021,osint_social,osint_social:G11,1
twin-0021,osint_social,osint_social:Cobalt Systems:L0,1
twin-0022,osint_mailing_list,osint_mailing_list:Cobalt Systems:L2,1
twin-0022,osint_mailing_list,osint_mailing_list:Cobalt Systems:L1,1
twin-0022,osint_oss_project,osint_oss_project:Cobalt Systems:L0,1
twin-0022,osint_oss_project,osint_oss_project:G19,1
twin-0022,osint_affiliation,osint_affiliation:G3,1
twin-0022,osint_affiliation,osint_affiliation:G14,1
twin-0022,osint_vendor,osint_vendor:Cobalt Systems:L1,1
twin-0022,osint_vendor,osint_vendor:Cobalt Systems:L0,1
twin-0022,osint_certification,osint_certification:G12,1
twin-0022,osint_certification,osint_certification:Cobalt Systems:L0,1
twin-0022,osint_event,osint_event:Cobalt Systems:L1,1
twin-0022,osint_event,osint_event:G13,1
twin-0022,osint_social,osint_social:Cobalt Systems:L0,1
twin-0023,osint_mailing_list,osint_mailing_list:Cobalt Systems:L0,1
twin-0023,osint_mailing_list,osint_mailing_list:G0,1
twin-0023,osint_oss_project,osint_oss_project:G15,1
twin-0023,osint_oss_project,osint_oss_project:G9,1
twin-0023,osint_affiliation,osint_affiliation:G13,1
twin-0023,osint_affiliation,osint_affiliation:Cobalt Systems:L1,1
twin-0023,osint_vendor,osint_vendor:G11,1
twin-0023,osint_vendor,osint_vendor:Cobalt Systems:L1,1
twin-0023,osint_certification,osint_certification:G9,1
twin-0023,osint_event,osint_event:Cobalt Systems:L1,1
twin-0023,osint_event,osint_event:G5,1
twin-0023,osint_social,osint_social:G7,1
twin-0023,osint_social,osint_social:G10,1
twin-0023,osint_social,osint_social:Cobalt Systems:L0,1
twin-0024,osint_mailing_list,osint_mailing_list:G8,1
twin-0024,osint_mailing_list,osint_mailing_list:G6,1
twin-0024,osint_oss_project,osint_oss_project:Cobalt Systems:L0,1
twin-0024,osint_oss_project,osint_oss_project:G0,1
twin-0024,osint_affiliation,osint_affiliation:G6,1
twin-0024,osint_affiliation,osint_affiliation:Cobalt Systems:L0,1
twin-0024,osint_vendor,osint_vendor:G14,1
twin-0024,osint_vendor,osint_vendor:Cobalt Systems:L0,1
twin-0024,osint_certification,osint_certification:G12,1
twin-0024,osint_certification,osint_certification:G16,1
twin-0024,osint_event,osint_event:Cobalt Systems:L0,1
twin-0024,osint_social,osint_social:G27,1
twin-0024,osint_social,osint_social:Cobalt Systems:L0,1
twin-0025,osint_mailing_list,osint_mailing_list:Lex Harbor Legal:L1,1
twin-0025,osint_mailing_list,osint_mailing_list:G12,1
twin-0025,osint_oss_project,osint_oss_project:Lex Harbor Legal:L0,1
twin-0025,osint_affiliation,osint_affiliation:Lex Harbor Legal:L1,1
twin-0025,osint_affiliation,osint_affiliation:G6,1
twin-0025,osint_vendor,osint_vendor:G0,1
twin-0025,osint_vendor,osint_vendor:Lex Harbor Legal:L1,1
twin-0025,osint_certification,osint_certification:G8,1
twin-0025,osint_certification,osint_certification:Lex Harbor Legal:L0,1
twin-0025,osint_event,osint_event:Lex Harbor Legal:L0,1
twin-0025,osint_event,osint_event:G12,1
twin-0025,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0025,osint_social,osint_social:G20,1
twin-0026,osint_mailing_list,osint_mailing_list:G7,1
twin-0026,osint_mailing_list,osint_mailing_list:G19,1
twin-0026,osint_oss_project,osint_oss_project:Lex Harbor Legal:L0,1
twin-0026,osint_oss_project,osint_oss_project:G17,1
twin-0026,osint_affiliation,osint_affiliation:G9,1
twin-0026,osint_affiliation,osint_affiliation:G5,1
twin-0026,osint_vendor,osint_vendor:G3,1
twin-0026,osint_vendor,osint_vendor:Lex Harbor Legal:L0,1
twin-0026,osint_certification,osint_certification:Lex Harbor Legal:L0,1
twin-0026,osint_certification,osint_certification:G12,1
twin-0026,osint_event,osint_event:G13,1
twin-0026,osint_event,osint_event:G14,1
twin-0026,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0026,osint_social,osint_social:G19,1
twin-0027,osint_mailing_list,osint_mailing_list:G10,1
twin-0027,osint_mailing_list,osint_mailing_list:G12,1
twin-0027,osint_oss_project,osint_oss_project:Lex Harbor Legal:L0,1
twin-0027,osint_affiliation,osint_affiliation:G5,1
twin-0027,osint_affiliation,osint_affiliation:G4,1
twin-0027,osint_vendor,osint_vendor:G14,1
twin-0027,osint_vendor,osint_vendor:G6,1
twin-0027,osint_certification,osint_certification:G11,1
twin-0027,osint_certification,osint_certification:G5,1
twin-0027,osint_event,osint_event:Lex Harbor Legal:L1,1
twin-0027,osint_event,osint_event:G6,1
twin-0027,osint_social,osint_social:G16,1
twin-0027,osint_social,osint_social:G20,1
twin-0027,osint_social,osint_social:G9,1
twin-0028,osint_mailing_list,osint_mailing_list:G0,1
twin-0028,osint_mailing_list,osint_mailing_list:Lex Harbor Legal:L1,1
twin-0028,osint_oss_project,osint_oss_project:Lex Harbor Legal:L1,1
twin-0028,osint_affiliation,osint_affiliation:Lex Harbor Legal:L0,1
twin-0028,osint_affiliation,osint_affiliation:G12,1
twin-0028,osint_vendor,osint_vendor:Lex Harbor Legal:L0,1
twin-0028,osint_certification,osint_certification:Lex Harbor Legal:L0,1
twin-0028,osint_certification,osint_certification:G20,1
twin-0028,osint_event,osint_event:G13,1
twin-0028,osint_event,osint_event:Lex Harbor Legal:L1,1
twin-0028,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0028,osint_social,osint_social:G5,1
twin-0029,osint_mailing_list,osint_mailing_list:G13,1
twin-0029,osint_mailing_list,osint_mailing_list:Lex Harbor Legal:L2,1
twin-0029,osint_oss_project,osint_oss_project:Lex Harbor Legal:L1,1
twin-0029,osint_affiliation,osint_affiliation:Lex Harbor Legal:L1,1
twin-0029,osint_affiliation,osint_affiliation:Lex Harbor Legal:L0,1
twin-0029,osint_vendor,osint_vendor:G2,1
twin-0029,osint_vendor,osint_vendor:Lex Harbor Legal:L1,1
twin-0029,osint_certification,osint_certification:G14,1
twin-0029,osint_event,osint_event:G12,1
twin-0029,osint_event,osint_event:G13,1
twin-0029,osint_social,osint_social:G25,1
twin-0029,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0029,osint_social,osint_social:G1,1
twin-0030,osint_mailing_list,osint_mailing_list:G19,1
twin-0030,osint_mailing_list,osint_mailing_list:Lex Harbor Legal:L2,1
twin-0030,osint_oss_project,osint_oss_project:G16,1
twin-0030,osint_oss_project,osint_oss_project:Lex Harbor Legal:L1,1
twin-0030,osint_affiliation,osint_affiliation:G2,1
twin-0030,osint_affiliation,osint_affiliation:G12,1
twin-0030,osint_vendor,osint_vendor:G7,1
twin-0030,osint_certification,osint_certification:G4,1
twin-0030,osint_certification,osint_certification:G3,1
twin-0030,osint_event,osint_event:Lex Harbor Legal:L1,1
twin-0030,osint_event,osint_event:G2,1
twin-0030,osint_social,osint_social:G22,1
twin-0030,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0031,osint_mailing_list,osint_mailing_list:G0,1
twin-0031,osint_mailing_list,osint_mailing_list:G16,1
twin-0031,osint_oss_project,osint_oss_project:Lex Harbor Legal:L1,1
twin-0031,osint_affiliation,osint_affiliation:Lex Harbor Legal:L1,1
twin-0031,osint_affiliation,osint_affiliation:G0,1
twin-0031,osint_vendor,osint_vendor:G16,1
twin-0031,osint_vendor,osint_vendor:Lex Harbor Legal:L1,1
twin-0031,osint_certification,osint_certification:G0,1
twin-0031,osint_certification,osint_certification:G2,1
twin-0031,osint_event,osint_event:G3,1
twin-0031,osint_event,osint_event:Lex Harbor Legal:L1,1
twin-0031,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0032,osint_mailing_list,osint_mailing_list:G12,1
twin-0032,osint_mailing_list,osint_mailing_list:Lex Harbor Legal:L2,1
twin-0032,osint_oss_project,osint_oss_project:Lex Harbor Legal:L1,1
twin-0032,osint_affiliation,osint_affiliation:G13,1
twin-0032,osint_affiliation,osint_affiliation:Lex Harbor Legal:L0,1
twin-0032,osint_vendor,osint_vendor:Lex Harbor Legal:L1,1
twin-0032,osint_vendor,osint_vendor:Lex Harbor Legal:L0,1
twin-0032,osint_certification,osint_certification:Lex Harbor Legal:L0,1
twin-0032,osint_event,osint_event:G2,1
twin-0032,osint_event,osint_event:Lex Harbor Legal:L0,1
twin-0032,osint_social,osint_social:Lex Harbor Legal:L0,1
twin-0032,osint_social,osint_social:G28,1
twin-0032,osint_social,osint_social:G25,1
twin-0033,osint_mailing_list,osint_mailing_list:Greenfield Industries:L0,1
twin-0033,osint_oss_project,osint_oss_project:Greenfield Industries:L0,1
twin-0033,osint_oss_project,osint_oss_project:Greenfield Industries:L1,1
twin-0033,osint_affiliation,osint_affiliation:G8,1
twin-0033,osint_affiliation,osint_affiliation:Greenfield Industries:L1,1
twin-0033,osint_vendor,osint_vendor:Greenfield Industries:L0,1
twin-0033,osint_vendor,osint_vendor:Greenfield Industries:L1,1
twin-0033,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0033,osint_certification,osint_certification:G20,1
twin-0033,osint_event,osint_event:Greenfield Industries:L1,1
twin-0033,osint_event,osint_event:Greenfield Industries:L0,1
twin-0033,osint_social,osint_social:Greenfield Industries:L0,1
twin-0033,osint_social,osint_social:G26,1
twin-0034,osint_mailing_list,osint_mailing_list:G9,1
twin-0034,osint_mailing_list,osint_mailing_list:Greenfield Industries:L1,1
twin-0034,osint_oss_project,osint_oss_project:G4,1
twin-0034,osint_oss_project,osint_oss_project:Greenfield Industries:L0,1
twin-0034,osint_affiliation,osint_affiliation:G7,1
twin-0034,osint_affiliation,osint_affiliation:Greenfield Industries:L1,1
twin-0034,osint_vendor,osint_vendor:Greenfield Industries:L1,1
twin-0034,osint_vendor,osint_vendor:G10,1
twin-0034,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0034,osint_certification,osint_certification:G18,1
twin-0034,osint_event,osint_event:Greenfield Industries:L0,1
twin-0034,osint_event,osint_event:G9,1
twin-0034,osint_social,osint_social:Greenfield Industries:L0,1
twin-0034,osint_social,osint_social:G17,1
twin-0034,osint_social,osint_social:G23,1
twin-0035,osint_mailing_list,osint_mailing_list:Greenfield Industries:L1,1
twin-0035,osint_oss_project,osint_oss_project:Greenfield Industries:L0,1
twin-0035,osint_oss_project,osint_oss_project:G0,1
twin-0035,osint_affiliation,osint_affiliation:G8,1
twin-0035,osint_affiliation,osint_affiliation:Greenfield Industries:L0,1
twin-0035,osint_vendor,osint_vendor:G11,1
twin-0035,osint_vendor,osint_vendor:G17,1
twin-0035,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0035,osint_event,osint_event:G15,1
twin-0035,osint_event,osint_event:Greenfield Industries:L1,1
twin-0035,osint_social,osint_social:Greenfield Industries:L0,1
twin-0035,osint_social,osint_social:G13,1
twin-0036,osint_mailing_list,osint_mailing_list:G12,1
twin-0036,osint_mailing_list,osint_mailing_list:Greenfield Industries:L0,1
twin-0036,osint_oss_project,osint_oss_project:Greenfield Industries:L1,1
twin-0036,osint_oss_project,osint_oss_project:G15,1
twin-0036,osint_affiliation,osint_affiliation:G14,1
twin-0036,osint_affiliation,osint_affiliation:Greenfield Industries:L0,1
twin-0036,osint_vendor,osint_vendor:Greenfield Industries:L1,1
twin-0036,osint_vendor,osint_vendor:G9,1
twin-0036,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0036,osint_certification,osint_certification:G14,1
twin-0036,osint_event,osint_event:G1,1
twin-0036,osint_event,osint_event:Greenfield Industries:L0,1
twin-0036,osint_social,osint_social:G25,1
twin-0036,osint_social,osint_social:Greenfield Industries:L0,1
twin-0037,osint_mailing_list,osint_mailing_list:G18,1
twin-0037,osint_mailing_list,osint_mailing_list:Greenfield Industries:L0,1
twin-0037,osint_oss_project,osint_oss_project:Greenfield Industries:L0,1
twin-0037,osint_oss_project,osint_oss_project:G14,1
twin-0037,osint_affiliation,osint_affiliation:G1,1
twin-0037,osint_affiliation,osint_affiliation:Greenfield Industries:L1,1
